departamentodededesc,municipiosededesc,claseprestador,ese,n
Antioquia,VALDIVIA,Transporte Especial de Pacientes,NO,1
Antioquia,VALPARAÍSO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Antioquia,VALPARAÍSO,Profesional Independiente,NO,4
Antioquia,VEGACHÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Antioquia,VEGACHÍ,Profesional Independiente,NO,18
Antioquia,VENECIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Antioquia,VENECIA,Profesional Independiente,NO,8
Antioquia,VIGÍA DEL FUERTE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Antioquia,YALÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Antioquia,YALÍ,Profesional Independiente,NO,8
Antioquia,YARUMAL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Antioquia,YARUMAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Antioquia,YARUMAL,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Antioquia,YARUMAL,Profesional Independiente,NO,81
Antioquia,YOLOMBÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Antioquia,YOLOMBÓ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Antioquia,YOLOMBÓ,Profesional Independiente,NO,7
Antioquia,YONDÓ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Antioquia,YONDÓ,Profesional Independiente,NO,4
Antioquia,ZARAGOZA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Antioquia,ZARAGOZA,Profesional Independiente,NO,15
Arauca,ARAUCA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,37
Arauca,ARAUCA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,10
Arauca,ARAUCA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Arauca,ARAUCA,Profesional Independiente,NO,74
Arauca,ARAUQUITA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,10
Arauca,ARAUQUITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,9
Arauca,ARAUQUITA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Arauca,ARAUQUITA,Profesional Independiente,NO,11
Arauca,CRAVO NORTE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Arauca,FORTUL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Arauca,FORTUL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Arauca,FORTUL,Profesional Independiente,NO,9
Arauca,PUERTO RONDÓN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Arauca,PUERTO RONDÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Arauca,SARAVENA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,21
Arauca,SARAVENA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,10
Arauca,SARAVENA,Profesional Independiente,NO,44
Arauca,SARAVENA,Transporte Especial de Pacientes,NO,1
Arauca,TAME,Instituciones Prestadoras de Servicios de Salud - IPS,NO,23
Arauca,TAME,Instituciones Prestadoras de Servicios de Salud - IPS,SI,12
Arauca,TAME,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Arauca,TAME,Profesional Independiente,NO,48
Arauca,TAME,Transporte Especial de Pacientes,NO,1
Atlántico,BARANOA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,16
Atlántico,BARANOA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Atlántico,BARANOA,Profesional Independiente,NO,8
Atlántico,BARANOA,Transporte Especial de Pacientes,NO,1
Atlántico,BARRANQUILLA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,801
Atlántico,BARRANQUILLA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Atlántico,BARRANQUILLA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,32
Atlántico,BARRANQUILLA,Profesional Independiente,NO,1317
Atlántico,BARRANQUILLA,Transporte Especial de Pacientes,NO,11
Atlántico,CAMPO DE LA CRUZ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Atlántico,CAMPO DE LA CRUZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Atlántico,CAMPO DE LA CRUZ,Profesional Independiente,NO,2
Atlántico,CANDELARIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Atlántico,CANDELARIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Atlántico,CANDELARIA,Profesional Independiente,NO,1
Atlántico,GALAPA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,10
Atlántico,GALAPA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Atlántico,GALAPA,Profesional Independiente,NO,8
Atlántico,JUAN DE ACOSTA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Atlántico,JUAN DE ACOSTA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Atlántico,JUAN DE ACOSTA,Transporte Especial de Pacientes,NO,1
Atlántico,LURUACO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Atlántico,LURUACO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Atlántico,LURUACO,Profesional Independiente,NO,4
Atlántico,MALAMBO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,18
Atlántico,MALAMBO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Atlántico,MALAMBO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Atlántico,MALAMBO,Profesional Independiente,NO,8
Atlántico,MALAMBO,Transporte Especial de Pacientes,NO,1
Atlántico,MANATÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Atlántico,MANATÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Atlántico,MANATÍ,Profesional Independiente,NO,2
Atlántico,PALMAR DE VARELA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Atlántico,PALMAR DE VARELA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Atlántico,PALMAR DE VARELA,Profesional Independiente,NO,3
Atlántico,PIOJÓ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Atlántico,POLONUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Atlántico,POLONUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Atlántico,PONEDERA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Atlántico,PONEDERA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Atlántico,PONEDERA,Profesional Independiente,NO,1
Atlántico,PONEDERA,Transporte Especial de Pacientes,NO,1
Atlántico,PUERTO COLOMBIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,53
Atlántico,PUERTO COLOMBIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Atlántico,PUERTO COLOMBIA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,4
Atlántico,PUERTO COLOMBIA,Profesional Independiente,NO,263
Atlántico,PUERTO COLOMBIA,Transporte Especial de Pacientes,NO,1
Atlántico,REPELÓN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Atlántico,REPELÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Atlántico,REPELÓN,Profesional Independiente,NO,3
Atlántico,SABANAGRANDE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,12
Atlántico,SABANAGRANDE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Atlántico,SABANAGRANDE,Profesional Independiente,NO,5
Atlántico,SABANALARGA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,29
Atlántico,SABANALARGA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,12
Atlántico,SABANALARGA,Profesional Independiente,NO,11
Atlántico,SANTA LUCÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Atlántico,SANTO TOMÁS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,16
Atlántico,SANTO TOMÁS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Atlántico,SANTO TOMÁS,Profesional Independiente,NO,3
Atlántico,SOLEDAD,Instituciones Prestadoras de Servicios de Salud - IPS,NO,103
Atlántico,SOLEDAD,Instituciones Prestadoras de Servicios de Salud - IPS,SI,11
Atlántico,SOLEDAD,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,5
Atlántico,SOLEDAD,Profesional Independiente,NO,65
Atlántico,SOLEDAD,Transporte Especial de Pacientes,NO,4
Atlántico,SUAN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Atlántico,SUAN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Atlántico,TUBARÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Atlántico,TUBARÁ,Transporte Especial de Pacientes,NO,1
Atlántico,USIACURÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Atlántico,USIACURÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bogotá D.C,BOGOTÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2653
Bogotá D.C,BOGOTÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,108
Bogotá D.C,BOGOTÁ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,614
Bogotá D.C,BOGOTÁ,Profesional Independiente,NO,12764
Bogotá D.C,BOGOTÁ,Transporte Especial de Pacientes,NO,42
Bolívar,ACHÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,ACHÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Bolívar,ALTOS DEL ROSARIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,ARENAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Bolívar,ARENAL,Profesional Independiente,NO,2
Bolívar,ARJONA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,10
Bolívar,ARJONA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Bolívar,ARJONA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Bolívar,ARJONA,Profesional Independiente,NO,22
Bolívar,ARROYOHONDO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,ARROYOHONDO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,BARRANCO DE LOBA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,BARRANCO DE LOBA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Bolívar,BARRANCO DE LOBA,Profesional Independiente,NO,2
Bolívar,CALAMAR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Bolívar,CALAMAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Bolívar,CALAMAR,Profesional Independiente,NO,1
Bolívar,CANTAGALLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Bolívar,CANTAGALLO,Profesional Independiente,NO,2
Bolívar,CARTAGENA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,509
Bolívar,CARTAGENA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,49
Bolívar,CARTAGENA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,39
Bolívar,CARTAGENA,Profesional Independiente,NO,901
Bolívar,CARTAGENA,Transporte Especial de Pacientes,NO,18
Bolívar,CICUCO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Bolívar,CICUCO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Bolívar,CICUCO,Profesional Independiente,NO,2
Bolívar,CLEMENCIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,CÓRDOBA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Bolívar,CÓRDOBA,Profesional Independiente,NO,2
Bolívar,EL CARMEN DE BOLÍVAR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,20
Bolívar,EL CARMEN DE BOLÍVAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,9
Bolívar,EL CARMEN DE BOLÍVAR,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,4
Bolívar,EL CARMEN DE BOLÍVAR,Profesional Independiente,NO,12
Bolívar,EL GUAMO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,EL PEÑÓN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,EL PEÑÓN,Profesional Independiente,NO,1
Bolívar,HATILLO DE LOBA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,HATILLO DE LOBA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,MAGANGUÉ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,57
Bolívar,MAGANGUÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,16
Bolívar,MAGANGUÉ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Bolívar,MAGANGUÉ,Profesional Independiente,NO,46
Bolívar,MAHATES,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Bolívar,MAHATES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Bolívar,MAHATES,Profesional Independiente,NO,3
Bolívar,MARGARITA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,MARÍA LA BAJA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Bolívar,MARÍA LA BAJA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,11
Bolívar,MARÍA LA BAJA,Profesional Independiente,NO,3
Bolívar,MOMPÓS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,10
Bolívar,MOMPÓS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,9
Bolívar,MOMPÓS,Profesional Independiente,NO,15
Bolívar,MONTECRISTO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,MONTECRISTO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Bolívar,MONTECRISTO,Profesional Independiente,NO,2
Bolívar,MORALES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Bolívar,MORALES,Profesional Independiente,NO,2
Bolívar,NOROSÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,PINILLOS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,PINILLOS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Bolívar,REGIDOR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Bolívar,REGIDOR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,RÍO VIEJO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Bolívar,RÍO VIEJO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,RÍO VIEJO,Profesional Independiente,NO,1
Bolívar,SAN CRISTÓBAL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Bolívar,SAN CRISTÓBAL,Profesional Independiente,NO,4
Bolívar,SAN ESTANISLAO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Bolívar,SAN ESTANISLAO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Bolívar,SAN ESTANISLAO,Profesional Independiente,NO,2
Bolívar,SAN FERNANDO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Bolívar,SAN JACINTO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Bolívar,SAN JACINTO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Bolívar,SAN JACINTO,Profesional Independiente,NO,5
Bolívar,SAN JACINTO,Transporte Especial de Pacientes,NO,1
Bolívar,SAN JACINTO DEL CAUCA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,SAN JACINTO DEL CAUCA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Bolívar,SAN JUAN NEPOMUCENO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,6
Bolívar,SAN JUAN NEPOMUCENO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Bolívar,SAN JUAN NEPOMUCENO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Bolívar,SAN JUAN NEPOMUCENO,Profesional Independiente,NO,9
Bolívar,SAN MARTÍN DE LOBA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,SAN MARTÍN DE LOBA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Bolívar,SAN MARTÍN DE LOBA,Profesional Independiente,NO,4
Bolívar,SAN PABLO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,SAN PABLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Bolívar,SAN PABLO,Profesional Independiente,NO,10
Bolívar,SANTA CATALINA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Bolívar,SANTA CATALINA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Bolívar,SANTA ROSA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Bolívar,SANTA ROSA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Bolívar,SANTA ROSA,Profesional Independiente,NO,2
Bolívar,SANTA ROSA DEL SUR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Bolívar,SANTA ROSA DEL SUR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,11
Bolívar,SANTA ROSA DEL SUR,Profesional Independiente,NO,40
Bolívar,SIMITÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,SIMITÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,SIMITÍ,Profesional Independiente,NO,5
Bolívar,SOPLAVIENTO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Bolívar,SOPLAVIENTO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,SOPLAVIENTO,Profesional Independiente,NO,2
Bolívar,TALAIGUA NUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Bolívar,TALAIGUA NUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,TALAIGUA NUEVO,Profesional Independiente,NO,2
Bolívar,TIQUISIO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,TIQUISIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Bolívar,TIQUISIO,Profesional Independiente,NO,3
Bolívar,TURBACO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,27
Bolívar,TURBACO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Bolívar,TURBACO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,5
Bolívar,TURBACO,Profesional Independiente,NO,23
Bolívar,TURBACO,Transporte Especial de Pacientes,NO,1
Bolívar,TURBANA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Bolívar,TURBANA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Bolívar,TURBANA,Profesional Independiente,NO,3
Bolívar,VILLANUEVA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Bolívar,VILLANUEVA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Bolívar,VILLANUEVA,Profesional Independiente,NO,5
Bolívar,ZAMBRANO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Bolívar,ZAMBRANO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Bolívar,ZAMBRANO,Profesional Independiente,NO,3
Boyacá,ALMEIDA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,AQUITANIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,AQUITANIA,Profesional Independiente,NO,2
Boyacá,ARCABUCO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,ARCABUCO,Profesional Independiente,NO,2
Boyacá,BELÉN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,BELÉN,Profesional Independiente,NO,6
Boyacá,BERBEO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,BETÉITIVA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,BOAVITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,BOAVITA,Profesional Independiente,NO,1
Boyacá,BOYACÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,BRICEÑO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,BUENAVISTA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,BUSBANZÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CALDAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CAMPOHERMOSO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CERINZA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CHINAVITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CHINAVITA,Profesional Independiente,NO,1
Boyacá,CHIQUINQUIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,27
Boyacá,CHIQUINQUIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Boyacá,CHIQUINQUIRÁ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,4
Boyacá,CHIQUINQUIRÁ,Profesional Independiente,NO,70
Boyacá,CHÍQUIZA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CHISCAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CHITA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CHITARAQUE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Boyacá,CHITARAQUE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CHIVATÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CHIVATÁ,Profesional Independiente,NO,1
Boyacá,CHIVOR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CIÉNEGA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Boyacá,CÓMBITA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
